name,developer,percent_positive,num_reviews,multiplayer,mature
SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 1,"KOEI TECMO GAMES CO., LTD.",75.0,397.0,False,False
SAMURAI WARRIORS: Spirit of Sanada - Exclusive Costumes,"KOEI TECMO GAMES CO., LTD.",77.0,570.0,False,False
Legend of Hand,Cloak and Dagger Games,96.0,25.0,False,False
LookVR,Looker,79.0,201.0,True,False
Apparition,MrCiastku,89.0,29.0,False,True
Unexplored OST,Ludomotion,92.0,420.0,False,False
One Eyed Kutkh Artbook & OST,Baba Yaga Games,20.0,42.0,False,False
Silver Island,"Jeremy Sebastiano,Matt Maurer",74.0,339.0,False,True
BOROS,Kraken Bit,100.0,14.0,True,False
Zaccaria Pinball - Achievement Table Pack,Magic Pixel Kft.,48.0,93.0,True,False
Agents of Mayhem - Safeword Agent Pack,Deep Silver Volition,81.0,22.0,False,False
Birthdays the Beginning / バースデイズ・ザ・ビギニング - Crashed UFO,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",48.0,39.0,False,False
Birthdays the Beginning / バースデイズ・ザ・ビギニング - Avatar Ornament Set / 紛れ込みアバター君,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",48.0,39.0,False,False
Renowned Explorers: The Emperor's Challenge,Abbey Games,82.0,23.0,False,False
Bus Simulator 16 - MAN Lion's City CNG Pack,stillalive studios,90.0,20.0,True,False
FSX Steam Edition: North American AJ-2 Savage Add-On,Virtavia,68.0,24.0,True,False
FSX: Steam Edition - Beechcraft® D17 Staggerwing,Alabeo,78.0,18.0,True,False
The Eagle's Heir,Choice of Games,86.0,23.0,False,False
Across The Moment,Andrei Romanov,92.0,27.0,False,False
Stories Untold Official Soundtrack,No Code,87.0,1925.0,False,False
Practisim VR,AncientSky Games,86.0,23.0,True,False
Mono,JeliLiam,86.0,36.0,False,False
Deadly Edge,Bison Kings Game Studios,62.0,83.0,False,False
Electric Circuit,Dubrovkin Sergei,82.0,29.0,False,False
Seraph - Cypher (Costume pack),Dreadbit,76.0,316.0,False,False
Fumiko!,Fumiko Games,92.0,27.0,False,False
Ride 2 Free Bikes Pack 3,Milestone S.r.l.,100.0,18.0,True,False
Mysterium - Secrets & Lies,"Asmodee Digital,Playsoft",80.0,103.0,True,False
Loops of Zen,"Strength in Numbers Studios, Inc",93.0,16.0,False,False
Necroball,King Crow Studios,90.0,10.0,True,False
Children of the Galaxy,"Filip Dusek, Empty Keys",90.0,10.0,False,False
Don't Touch The Zombies,Tlakali Game Studio,85.0,17.0,True,False
RPG Maker VX Ace - Tyler Warren RPG Battlers - 3rd 50,Tyler Warren,76.0,607.0,False,False
Mysterium - Hidden Signs,"Asmodee Digital,Playsoft",80.0,103.0,True,False
Dispersio,Achpile,95.0,40.0,False,False
Graveball,Goin' Yumbo Games,93.0,135.0,True,False
The Cows Are Watching,VIS-Games,90.0,10.0,False,False
Ballistic Overkill - Wraith: Elite,Aquiris Game Studio,52.0,255.0,True,False
RWBY: Grimm Eclipse - Team RWBY Beacon Dance Costume Pack,Rooster Teeth Games,100.0,15.0,True,False
RWBY: Grimm Eclipse - Team JNPR Beacon Academy Costume Pack,Rooster Teeth Games,96.0,1028.0,True,False
City of God I:Prison Empire-Red Heat-红场特警,Pixel Gangsta Studio,75.0,1728.0,False,False
RWBY: Grimm Eclipse - Team RWBY Beacon Academy Costume Pack,Rooster Teeth Games,100.0,11.0,True,False
A Normal Lost Phone - Official Soundtrack,Accidental Queens,88.0,1059.0,False,False
Infinite Minigolf - Tortuga,Zen Studios,86.0,1092.0,True,False
Infinite Minigolf - Hangar 37,Zen Studios,86.0,1090.0,True,False
Dimensional Rift,Team Seven,96.0,28.0,False,False
Redout - Neptune Pack,34BigThings srl,81.0,33.0,True,False
The Book of Unwritten Tales 2 Almanac Edition Extras,KING Art,89.0,479.0,False,False
Galact Quest,rokaplay,89.0,356.0,False,False
Trials of the Gauntlet - Soundtrack,Nathan Andre,67.0,285.0,False,False
The Last Birdling,InvertMouse,96.0,31.0,False,False
Dungeonmans - Pay2Lose,Adventurepro Games LLC,100.0,12.0,False,False
The God Paradox,"Tristan Begin,Caleb Klomparens",58.0,264.0,False,False
Nongünz Soundtrack,Brainwash Gang,84.0,174.0,False,False
CubeWorks,TinMoon Studios,55.0,535.0,False,False
X-Plane 11 - Add-on: Aerosoft - Airport Salvador International,Globall Art,84.0,624.0,True,False
X-Plane 11 - Add-on: Aerosoft - Airport Bergen,"Jo Erlend Sund,Jan Marten Krull,Stairport Sceneries",47.0,53.0,True,False
X-Plane 11 - Add-on: Aerosoft - Airport Dallas/Fort Worth International,Omar Masroor,64.0,65.0,True,False
Corridor Z,Mass Creation,81.0,11.0,False,False
5 Star Rio Resort,rokaplay,94.0,413.0,False,False
Break The Food Chain,TEHO Games,90.0,31.0,False,False
DOGO,Pixel Barons,63.0,174.0,True,False
#monstercakes OST,Paleno Games,88.0,351.0,False,False
LOGistICAL - The Netherlands,Sacada,73.0,123.0,False,False
Vulture Strike,Vulture Strike,53.0,195.0,False,False
WAVESHAPER: Original Soundtrack,GAMES FOR HUMANS,94.0,49.0,False,False
Covert Syndrome - Original Soundtrack,Offworld Industries,63.0,67.0,False,False
Mad Dojo,phime studio LLC,50.0,75.0,False,False
Shining Plume 2,Warfare Studios,80.0,10.0,False,False
Dark Grim Mariupolis,Team Mariupolis,69.0,657.0,False,False
Accurate Segmentation 2,Mirain Mainklain,89.0,46.0,False,False
Fantasy Grounds - Pathfinder RPG - Core Rules Pack (PFRPG),"SmiteWorks USA, LLC",71.0,64.0,True,False
Leviathan: The Last Day of the Decade - Art Assets,Lostwood,74.0,348.0,False,False
PhotoZoom Classic 6,Ben Vista Ltd.,16.0,12.0,False,False
RESIDENT EVIL 7 biohazard - Original Soundtrack,"CAPCOM Co., Ltd.",95.0,45.0,False,False
Potion Explosion - Collection Bundle,Studio Clangore,86.0,57.0,True,False
Ride 2 2017 Top Bikes Pack,Milestone S.r.l.,90.0,30.0,True,False
Swingin Complete!,Jason Chalky,93.0,99.0,False,False
Mr. Donovan,Swizzle llc,59.0,3525.0,False,False
European Mystery: Scent of Desire Collector’s Edition,Blam! Games,75.0,112.0,False,False
The Sky Climber,Tormentor,36.0,28.0,False,False
Tyto Ecology - Alaskan Tundra Ecosystem,Immersed Games,73.0,286.0,False,False
My Desktop Alive - Aesthetic,Tunnel Vision Studio,64.0,59.0,False,False
Shadow Tactics: Blades of the Shogun - Artbook & Strategy Guide,Mimimi Productions,90.0,22.0,False,False
Idioctopus,BadgerHammer,50.0,82.0,False,False
hackmud OST,Drizzly Bear,76.0,505.0,True,False
Domino Craft VR,LusionSoft,74.0,54.0,False,False
OneShot OST,Little Cat Feet,100.0,47.0,False,False
Event[0] - Soundtrack,Ocelot Society,78.0,997.0,False,False
Super Grav,DemonStudios,90.0,10.0,True,False
Binary Trigger,One Lives Left,34.0,47.0,False,False
Solitaire VR,"Babaroga, LLC",41.0,77.0,False,False
Tricky Towers - Gem Bricks,WeirdBeard,100.0,10.0,True,False
Tricky Towers - Candy Bricks,WeirdBeard,100.0,10.0,True,False
"RTK13WPK - Tie-up with Kihachiro Kawamoto's ""Sanguozhi"" Dolls  Officer Graphic Set ③ 川本喜八郎 三国志人形タイアップ武将CGセット③","KOEI TECMO GAMES CO., LTD.",54.0,24.0,False,False
LoveKami -Divinity Stage- Original Soundtrack,MoeNovel,89.0,116.0,False,False
Hentai NetWalk - Endless Mode,LeonWaan Games,66.0,35.0,False,True
Anarchy Online: Rubi-Ka New Colonist Bundle,Funcom,79.0,263.0,True,False
Rocketbirds OST Compilation,"Ratloop Asia,New World Revolution",79.0,1320.0,False,False
Selatria: Advent of the Dakk'rian Empire,"Whim Independent Studios, LLC",90.0,10.0,False,False
The Legend of Heroes: Trails of Cold Steel - Shining Pom Baits,Nihon Falcom,95.0,1039.0,False,False
Vector 36 - Garage Upgrade 1 ( x2 slot ),Red River Studio LLC,82.0,277.0,False,False
Conquest: Frontier Wars,Fever Pitch Studios,86.0,40.0,True,False
Puzzle Puppers,Cardboard Keep,97.0,43.0,False,False
Diluvion - Captain's Journal,Arachnid Games,81.0,43.0,False,False
Earthfall Soundtrack,Holospark,66.0,340.0,False,False
A Rose in the Twilight / ロゼと黄昏の古城 - Digital Soundtrack / デジタル・サウンドトラック,"Nippon Ichi Software, Inc.",87.0,154.0,False,False
A Rose in the Twilight / ロゼと黄昏の古城 - Digital Art Book / デジタル・アートブック,"Nippon Ichi Software, Inc.",87.0,154.0,False,False
Ride 2 Free Bikes Pack 5,Milestone S.r.l.,86.0,15.0,True,False
Diesel Power,Irmas Ibric,81.0,1268.0,False,False
"Diluvion - Special Edition Sub ""Manta""",Arachnid Games,81.0,16.0,False,False
Super Pixel Smash,Rank17,65.0,372.0,False,False
"Diluvion - Pre-Order Sub ""Derringer""",Arachnid Games,81.0,18.0,False,False
Lucid9 - Soundtrack,Fallen Snow Studios,91.0,872.0,False,False
The Jackbox Party Pack 2 - Soundtrack,"Jackbox Games, Inc.",92.0,618.0,True,False
Ghost Blade HD,Hucast Games,93.0,31.0,True,False
Tiny Wheels,Robbie Tilton,84.0,25.0,False,False
Space Station Loma: OPERATIONS,Bison,76.0,600.0,True,False
Viki Spotter: Around The World,For Kids,100.0,21.0,False,False
Diluvion - Digital Artbook,Arachnid Games,81.0,31.0,False,False
Diluvion - Original Soundtrack,Arachnid Games,81.0,23.0,False,False
Wizard King,Maru Games,46.0,650.0,False,False
Cublast HD,ThinkFast Studio,59.0,567.0,True,False
The Novelist: Original Score,Kent Hudson,85.0,59.0,False,False
Last Days Of Tascaria,Baltica Games,71.0,93.0,False,False
The Tale of a Common Man,Aldorlea Games,83.0,31.0,False,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: PP2 Space,DL Softworks,82.0,21.0,False,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: PP2 Birds,DL Softworks,81.0,20.0,False,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: PP2 Anime,DL Softworks,81.0,20.0,False,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: PP1 Japan,DL Softworks,80.0,20.0,False,False
Draw The Way,OverjoyedGameDevs,69.0,153.0,True,False
Luna and the Moonling,Greyborn Studios,80.0,203.0,False,False
Darwin's Demons,Polymorphic Games,92.0,25.0,True,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Elephants,DL Softworks,81.0,20.0,False,False
VR Aquarium -雅-,Sorasu Software,100.0,11.0,False,False
Skyling: Garden Defense,"Mighty Studios, LLC",83.0,9162.0,False,False
ICEBOX: Speedgunner,Games Of Edan,36.0,169.0,False,False
The Art of TY the Tasmanian Tiger,Krome Studios,88.0,252.0,False,False
Boundel Soundtrack by James Thorley,James Thorley,71.0,40.0,True,False
The Tenth Line - Digital Art Book + Soundtrack,Sungazer Software,88.0,68.0,False,False
"Planes, Bullets and Vodka: Soundtrack",NukGames,85.0,20.0,False,False
Witchcraft,Silky Smooth Studio,78.0,164.0,True,False
iOMoon,Headtrip Games llc,80.0,30.0,False,False
The Melody of Grisaia,Frontwing,97.0,41.0,False,True
Music of the Spheres,Hamish Todd,55.0,321.0,False,False
eMedia Piano and Keyboard Method,eMedia Music,100.0,13.0,False,False
Gerty,Spawn Point OSK,81.0,151.0,False,False
Fantasy Grounds - D&D Curse of Strahd,"SmiteWorks USA, LLC",73.0,17.0,True,False
VirZOOM Arcade,VirZOOM,95.0,21.0,True,False
Momodora: Reverie Under the Moonlight OST,Bombservice,95.0,40.0,False,False
PlayClaw 5 - H.264/AVC Software Encoder,Deqaf Studio,70.0,219.0,True,False
3DF Zephyr Lite Steam Edition,3Dflow SRL,90.0,30.0,False,False
Tiny Guardians,Kurechii,87.0,49.0,False,False
DARIUSBURST Chronicle Saviours - Night Striker,"Pyramid,Chara-Ani",36.0,93.0,False,False
Gilbert Goodmate and the Mushroom of Phungoria,Prelusion Games,79.0,41.0,False,False
GameGuru - Death Valley Combat Pack,The Game Creators,82.0,55.0,True,False
GameGuru - Buildings Pack,The Game Creators,76.0,508.0,True,False
Queen At Arms,Aqualuft Games,83.0,12.0,False,False
The Journeyman Project 1: Pegasus Prime,Presto Studios,95.0,22.0,False,False
Cluckles' Adventure Premium Edition,@lukasinspace,95.0,20.0,False,False
Bio Menace,3D Realms (Apogee Software),95.0,21.0,False,False
Evergarden,Flippfly LLC,92.0,27.0,False,False
Why is the Princess in a Magic Forest?!,Fat Walrus Games,87.0,643.0,False,False
Luxin Time,ExtraSaucySauce,77.0,252.0,False,False
Double,TomatoFantasyGames,80.0,10.0,False,False
Opening song Characters' Version（尘沙惑CV版主题曲）,YETU GAME,37.0,98.0,False,False
Glass Masquerade - Soundtrack,Nikita Sevalnev,94.0,17.0,False,False
Escape 2042 - The Truth Defenders,OrionSoft,59.0,30.0,False,False
FEMINAZI: Mother Russia DLC,"hyperboreanGames,Svarog Studios",94.0,17.0,False,False
Dead Rising 4 - Holiday Stocking Stuffer Pack,"Capcom Game Studio Vancouver, Inc.",49.0,1210.0,True,False
The Sexy Brutale OST,"Cavalier Game Studios,Tequila Works",93.0,1424.0,False,False
Caliper,Dima Kiva,100.0,12.0,False,False
Numberline,"V34D4R,Egor Magurin",85.0,20.0,False,False
Super Cuber,Icy Studios,60.0,27.0,False,False
VRNinja,OutOfBounds Software Solutions Inc,85.0,185.0,False,False
CyberLink PowerDVD 18 Ultra & PhotoDirector 9 Ultra,CyberLink,58.0,171.0,False,False
Mibibli's Quest - Official Soundtrack,Ryan Melmoth,73.0,724.0,False,False
Dead Rising 4 - Slicecycle,"Capcom Game Studio Vancouver, Inc.",48.0,649.0,True,False
Smash Party VR,Viacom NEXT,89.0,39.0,False,False
VERSUS: The Elite Trials,Choice of Games,89.0,28.0,False,False
Atomic Reconstruction,Teawork Dev,83.0,12.0,False,False
Frog Hop,Tiny Warrior Games,86.0,662.0,False,False
Ghostory,RigidCore Games,86.0,15.0,False,False
Castle Battles,Light Arc Studio Ltd,92.0,26.0,False,False
Mayan Prophecies: Ship of Spirits Collector's Edition,EleFun Games,76.0,433.0,False,False
Duo,Bruno Freitas,100.0,13.0,False,False
Hyper Void,IN|Framez Technology Corp.,87.0,1631.0,False,False
Boring Man: Burning Weapon Skins,Spasman Games,85.0,4253.0,True,True
Marmoset Toolbag 3,Marmoset LLC,93.0,44.0,False,False
Scribble Ships,Slothzilla Games,92.0,14.0,False,False
Snowball!,Pixeljam,89.0,48.0,False,False
HAUNTED: Halloween '85 (Original NES Game),Retrotainment Games,91.0,975.0,False,False
Abyssal Zone,Led,76.0,1360.0,True,False
Shu,"Coatsink,Secret Lunch",88.0,34.0,False,False
CloudBound,Silicon Storm,84.0,44.0,False,False
Yu-Gi-Oh! ARC-V: Shay vs Dennis,Other Ocean Interactive,65.0,349.0,True,False
Yu-Gi-Oh! ARC-V: Yuya vs Crow,Other Ocean Interactive,65.0,286.0,True,False
Yu-Gi-Oh! ARC-V: Yugo’s Synchro Dimension,Other Ocean Interactive,65.0,324.0,True,False
Yu-Gi-Oh! Waking the Dragons: Yugi’s Journey,Other Ocean Interactive,81.0,11.0,True,False
Yu-Gi-Oh! ARC-V Sora and Dipper,Other Ocean Interactive,65.0,403.0,True,False
Yu-Gi-Oh! ARC-V Yuto v. Sylvio,Other Ocean Interactive,65.0,399.0,True,False
Uprising 2: Lead and Destroy,Cyclone Studios,81.0,51.0,False,False
Ashes of the Singularity: Escalation - Turtle Wars DLC,"Stardock Entertainment,Oxide Games",91.0,58.0,True,False
Sniper Elite 4 - Cold Warfare Winter Expansion Pack,Rebellion,80.0,40.0,True,False
Okhlos - Encyclopedia,Coffee Powered Machine,77.0,470.0,False,False
TRESPASS - Episode 2,VRotein,91.0,12.0,False,False
Okhlos - Soundtrack,Coffee Powered Machine,77.0,470.0,False,False
3DMark Night Raid benchmark,UL,84.0,38.0,False,False
Escape Lizards,Egodystonic Studios,63.0,22.0,False,False
Off the Record: The Italian Affair Collector's Edition,Eipix Entertainment,72.0,18.0,False,False
CasinoXR,8-Bit Development,81.0,16.0,False,False
MiniBotz,Spydersoft,59.0,3052.0,True,False
TS Marketplace: ÖBB Sgns Container Wagon Pack,Skyhook Games,54.0,12.0,False,False
TS Marketplace: LMS P3 Coaches Pack 04 Add-On,Matrix Trains,69.0,217.0,False,False
Avalon Legends Solitaire 2,Anawiki Games,92.0,28.0,False,False
Duckpocalypse,Capitola VR,94.0,36.0,False,False
Swordlord,Justin Varghese,100.0,28.0,False,False
Cosmos Crash VR,"Viriver Network Technology Co., Ltd.",85.0,21.0,False,False
ChuSingura46+1 S - Chapter 4 & 5,"インレ,Inre",88.0,18.0,False,False
Hue Defense,Brave Wolf Studio,84.0,284.0,False,False
Kite,Lab Cat games,92.0,13.0,False,False
Flyhunter Origins,Steel Wool Games,65.0,1626.0,False,False
Sins of a Solar Empire: Rebellion - Stellar Phenomena®,"Ironclad Games,Stardock Entertainment",84.0,25.0,True,False
Meteor Crush VR,XIERRA Games,83.0,738.0,False,False
DmC Devil May Cry: Bloody Palace Mode,Ninja Theory,95.0,70.0,False,False
Sins of a Solar Empire: Rebellion - Forbidden Worlds® DLC,"Ironclad Games,Stardock Entertainment",94.0,35.0,True,False
Cities in Motion 2: Marvellous Monorails,Colossal Order Ltd.,86.0,15.0,True,False
Cities in Motion 2: Olden Times,Colossal Order Ltd.,79.0,619.0,True,False
Cities in Motion 2: Back to the Past,Colossal Order Ltd.,43.0,865.0,True,False
Cities in Motion 2:  Trekking Trolleys,Colossal Order Ltd.,55.0,1062.0,True,False
The Revenge of Shinobi,Sam Enright,71.0,29.0,False,False
Streets of Rage 3,Renan Sylvestre,85.0,951.0,False,False
Golden Axe III,"Fancy Fish Games,SnöBox Studio",81.0,525.0,False,False
Train Simulator: BR Class 33 Loco Add-On,Dovetail Games,100.0,11.0,False,False
Rocksmith - Deep Purple - Smoke on the Water,Ubisoft - San Francisco,77.0,2933.0,False,False
Kingdoms of Amalur: Reckoning - Legend of Dead Kel,"Big Huge Games,38 Studios",95.0,43.0,False,False
Sonic The Hedgehog 2,SEGA,90.0,10.0,True,False
Sonic 3 & Knuckles,SEGA,100.0,17.0,True,False
Shining Force II,SEGA,76.0,302.0,False,False
Shining Force,SEGA,76.0,302.0,False,False
Elisa: the Innkeeper - Artwork Collection,Neoclassic Games,74.0,196.0,False,False
Toaster Jam,SnoutUp,95.0,20.0,False,False
Pixel Stories of Dungeon,PowerGaelic,90.0,1347.0,False,False
Attack of the Giant Mutant Lizard,Medicated Games,83.0,75.0,False,False
John Wick Chapter 2,Lionsgate,92.0,13.0,False,False
Metanet Hunter CD,RodeoNET,62.0,257.0,False,False
Steamroll,Anticto,82.0,23.0,False,False
EvilMorph Soundtrack,HateBit,75.0,583.0,False,False
Slash it 2 - Electronic Music Pack,Just1337 Studio,80.0,372.0,False,False
Watch_Dogs® 2 - Fully Decked Out Bundle,Ubisoft,81.0,4518.0,False,False
Awesomenauts - Malicious Max Skin,Ronimo Games,94.0,14.0,True,False
No King No Kingdom VR,Fullmetal Developer,81.0,28.0,False,False
The Walking Dead,AMC,100.0,10.0,False,False
Lost Wing,BoxFrog Games,100.0,11.0,False,False
Awesomenauts - Scourge Captain McPain Skin,Ronimo Games,99.0,13.0,True,False
Equilibrium Of Divinity,Infernal Anvil Games,81.0,16.0,False,False
Shadow Tactics: Blades of the Shogun - Official Soundtrack,Mimimi Productions,95.0,20.0,False,False
KumaKuma - Custom Pose Evolution,KumaKumaManga,88.0,350.0,False,False
Of Light and Darkness,Tribal Dreams,86.0,40.0,False,False
I Hate Santa,VirtualRock VR,90.0,11.0,False,False
The Grand Ball Soundtrack & Director's Commentary,Last Lotus,64.0,14.0,False,False
Surface Collection,Elephant Games,70.0,260.0,False,False
Tanks VR,Freshfield Studios,88.0,17.0,True,False
Spiritual Warfare & Wisdom Tree Collection,Wisdom Tree,51.0,448.0,False,False
Black Desert Online - Explorer's Package,Pearl Abyss,91.0,47.0,True,False
My own little planet - Official Soundtrack,Lucas Parise,65.0,135.0,False,False
Blossoms Bloom Brightest - Kotoha Daki,Reine Works,71.0,97.0,False,False
Blossoms Bloom Brightest - Erica Daki,Reine Works,71.0,97.0,False,False
Cyberia,Xatrix Entertainment,60.0,27.0,False,False
Dragon Wars,Interplay Entertainment Corp.,79.0,319.0,False,False
Lazer Cops,Foolish Mortals Games,72.0,138.0,True,False
EggTime 2,Bartoš Studio,92.0,41.0,False,False
Shinobi Bad Buddies,Corbak Games,84.0,433.0,True,False
STRAFE Official Soundtrack,"Pixel Titans,ToyTree",73.0,1202.0,False,False
Woodhead Route & Thompson Class B1 Loco Bundle,Dovetail Games,16.0,94.0,False,False
SPACEPLAN Soundtrack,"Jake Hollands,Logan Gabriel",90.0,1293.0,False,False
Fist's Elimination Tower,Impostor Cat Games,100.0,26.0,False,False
Forgotton Anne Collectors Upgrade,ThroughLine Games,91.0,432.0,False,False
Explottens,weRplay,94.0,109.0,False,False
Lily of the Valley - Original Soundtrack,ebi-hime,95.0,40.0,False,False
TumbleSeed - Original Soundtrack,"Benedict Fritz,Greg Wohlwend,Joel Corelitz,David Laskey,Jenna Blazevich",91.0,61.0,False,False
StageX,UnitedRealityLab,90.0,11.0,False,False
Winning Post / ウイニングポスト,"KOEI TECMO GAMES CO., LTD.",66.0,404.0,False,False
Sangokushi Eiketsuden / 三國志英傑伝,"KOEI TECMO GAMES CO., LTD.",81.0,22.0,False,False
Inception VR,Inception,85.0,14.0,False,False
Ride 2 Free Bikes Pack 9,Milestone S.r.l.,75.0,14.0,True,False
Ride 2 Free Bikes Pack 8,Milestone S.r.l.,81.0,18.0,True,False
Ride 2 Free Bikes Pack 6,Milestone S.r.l.,86.0,18.0,True,False
Slowdrive,onebraverobot,93.0,47.0,False,False
RPG Maker MV - Japanese Character Generator Expansion 3,KADOKAWA,70.0,89.0,False,False
Expeditions: Viking - Soundtrack and Art Book,Logic Artists,81.0,1374.0,False,False
Jupiteration,Bartoš Studio,84.0,5417.0,False,False
RPG Maker MV - Japanese Character Generator Expansion 1,KADOKAWA,71.0,99.0,False,False
NakedMan VS The Clothes,4FreaksFiction,67.0,182.0,False,False
SmuggleCraft,Happy Badger Studio,73.0,66.0,True,False
Super Army of Tentacles 3: The Search for Army of Tentacles 2,Stegalosaurus Game Development,71.0,47.0,False,False
Fishing Planet: Gars&Glory Pack,Fishing Planet LLC,100.0,12.0,True,False
Fishing Planet: Mighty Carp Pack,Fishing Planet LLC,78.0,24.0,True,False
Sport Topwater Night Pack,Fishing Planet LLC,73.0,18.0,True,False
Fishing Planet: Spring Cats Pack,Fishing Planet LLC,86.0,15.0,True,False
"Warhammer 40,000: Eternal Crusade - Waaagh! Weapon Pack",Behaviour Digital Inc.,49.0,11070.0,True,True
Light It ~ てらし鬼 ~,Questro,73.0,803.0,False,False
Clicker Heroes: Boxy & Bloop Auto Clicker,Playsaurus,71.0,8544.0,False,False
Deep End,Red Line Reality,63.0,162.0,False,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Russia,DL Softworks,83.0,21.0,False,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Desserts,DL Softworks,81.0,21.0,False,False
Journey of Johann,Apapappa Games,58.0,143.0,False,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Urban Decay,DL Softworks,92.0,22.0,False,False
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Trains,DL Softworks,91.0,21.0,False,False
The Overdreamer,Hars,65.0,394.0,False,False
Road Redemption: Name A Character,"Pixel Dash Studios,EQ Games",90.0,10.0,True,False
Assassination ClassroomVR Balloon Challenge Time/暗殺教室VR バルーンチャレンジの時間,Alpha Code Inc.,75.0,130.0,False,False
Anomie,Cascade of Leaves,49.0,75.0,False,False
No Clue VR,Elknight,63.0,552.0,False,False
Scrollonoid,Vadjra,68.0,280.0,False,False
ICARUS.1 - PROTOTYPE EDITION,electrolyte,71.0,38.0,False,False
RPG Maker MV - 8-bit Perfect Collection,bitter sweet entertainment,87.0,309.0,False,False
Zup! Zero - DLC,Quiet River,95.0,42.0,False,False
Son of Scoregasm,R C Knight,48.0,69.0,False,False
PuppetShow™: Souls of the Innocent Collector's Edition,ERS G Studios,68.0,237.0,False,False
VentureVerse: Legend of Ulora,Final Floor Studios,95.0,166.0,False,False
Strata inStudio VR,"Strata Mixed Reality, Inc.",31.0,29.0,False,False
Sandra and Woo in the Cursed Adventure - Poser Pack Upgrade,Feline Fuelled Games,70.0,286.0,False,False
Redout - Mars Pack,34BigThings srl,83.0,24.0,True,False
Redout - V.E.R.T.E.X. Pack,34BigThings srl,84.0,26.0,True,False
Narcissu 10th Anniversary Soundtrack,stage-nana,100.0,10.0,False,False
onechanbara Z2 :Chaos All DLC Bundle,TAMSOFT,87.0,212.0,False,False
Food Truck VR,"Gambit Games Studio, LLC",90.0,11.0,False,False
X-Plane 11 - Add-on: Aerosoft - Airport Dublin V2.0,PadLabs GmbH,80.0,11.0,True,False
League of Light: Wicked Harvest Collector's Edition,Mariaglorum,70.0,158.0,False,False
Button Bros/Button Button,Centrosphere Games,93.0,15.0,True,False
Ashes of the Singularity: Escalation - Co-Op Map Pack,"Stardock Entertainment,Oxide Games",79.0,1288.0,True,False
PlayClaw 5 - Game Recording and Streaming,Dirigo Games,66.0,339.0,False,False
Battlerite Royale - Legendary Adventure Pack Vol.2,Stunlock Studios,65.0,6605.0,True,False
Lunaform,Chronobit Studios,83.0,81.0,False,False
Watch_Dogs® 2 - Bay Area Thrash Pack,Ubisoft,77.0,20186.0,False,False
Watch_Dogs® 2 - Ride Britannia Pack,Ubisoft,61.0,71.0,False,False
Watch_Dogs® 2 - Glow_Pro Pack,Ubisoft,86.0,1084.0,False,False
Watch_Dogs® 2 - Retro Modernist Pack,Ubisoft,77.0,42.0,False,False
Life of a Wizard,Hosted Games,92.0,39.0,False,False
Life of a Mobster,Hosted Games,90.0,21.0,False,False
Embers of Mirrim,Creative Bytes Studios,84.0,13.0,False,False
Princess Kidnapper 2 - VR,Magic Era,37.0,60.0,False,False
Serafina's Crown,Woodsy Studio,84.0,13.0,False,False
Ballistic,Electrovore,51.0,135.0,False,False
Injustice™ 2 - TMNT,"NetherRealm Studios,QLOC",90.0,22.0,True,False
Rym 9000,Sonoshee,91.0,37.0,False,False
Once upon a Dungeon,Koto Games,90.0,11.0,False,False
Gravel Ice and Fire,Milestone S.r.l.,65.0,189.0,True,False
Bomber Crew Season Pass,Runner Duck,92.0,40.0,False,False
Monster Hunter: World - Gesture: Kneel,"CAPCOM Co., Ltd.",100.0,19.0,True,False
Monster Hunter: World - Gesture: Kowtow,"CAPCOM Co., Ltd.",99.0,26.0,True,False
Black Jewel,Oscar Celestini,83.0,49.0,False,False
MIMIC,Scribe,69.0,259.0,False,False
BloodLust 2: Nemesis,WRF Studios,84.0,33.0,False,False
Your Bunny Wrote,SharkGame,88.0,27.0,False,False
Arcade Love / ゲーセンラブ。,TRIANGLE SERVICE,42.0,122.0,True,False
A Day For A Kitten,橘喵喵,80.0,20.0,False,False
MazeQuest 2,"Will Orr,Chris Orr",83.0,48.0,False,False
Dawn's Light,John Wizard,93.0,29.0,False,False
DWVR,Mad Triangles,92.0,13.0,False,False
CyberThreat,Enigmatic,74.0,94.0,False,False
Wrack: Exoverse,Final Boss Entertainment,90.0,11.0,False,False
Animal couple FULL,Sly,43.0,44.0,False,False
Ashes of the Singularity: Escalation - Oblivion DLC,"Stardock Entertainment,Oxide Games",98.0,43.0,True,False
Taikou Risshiden / 太閤立志伝,"KOEI TECMO GAMES CO., LTD.",89.0,28.0,False,False
